subject_code,target_i,target_j,template_i,template_j,di,dj,C0_x,C0_y,Cmid_x,Cmid_y,C20_x,C20_y,ray_count,shifted_curve,geometry_npz,debug_png,centers_txt
1031,164,249,166,266,-2,-17,97,64,249,164,97,263,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1031.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1031/rotation_geometry_1031.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1031/rotation_debug_1031.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1031/rotation_centers_1031.txt
1032,160,302,166,266,-6,36,150,60,302,160,150,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1032.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1032/rotation_geometry_1032.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1032/rotation_debug_1032.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1032/rotation_centers_1032.txt
1033,165,228,166,266,-1,-38,76,65,228,165,76,264,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1033.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1033/rotation_geometry_1033.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1033/rotation_debug_1033.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1033/rotation_centers_1033.txt
1034,154,248,166,266,-12,-18,96,54,248,154,96,253,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1034.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1034/rotation_geometry_1034.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1034/rotation_debug_1034.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1034/rotation_centers_1034.txt
1035,162,206,166,266,-4,-60,54,62,206,162,54,261,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1035.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1035/rotation_geometry_1035.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1035/rotation_debug_1035.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1035/rotation_centers_1035.txt
1036,157,263,166,266,-9,-3,111,57,263,157,111,256,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1036.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1036/rotation_geometry_1036.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1036/rotation_debug_1036.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1036/rotation_centers_1036.txt
1037,156,217,166,266,-10,-49,65,56,217,156,65,255,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1037.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1037/rotation_geometry_1037.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1037/rotation_debug_1037.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1037/rotation_centers_1037.txt
1038,160,285,166,266,-6,19,133,60,285,160,133,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1038.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1038/rotation_geometry_1038.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1038/rotation_debug_1038.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1038/rotation_centers_1038.txt
1039,148,218,166,266,-18,-48,66,48,218,148,66,247,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1039.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1039/rotation_geometry_1039.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1039/rotation_debug_1039.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1039/rotation_centers_1039.txt
1040,150,274,166,266,-16,8,122,50,274,150,122,249,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1040.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1040/rotation_geometry_1040.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1040/rotation_debug_1040.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1040/rotation_centers_1040.txt
1041,144,281,166,266,-22,15,129,44,281,144,129,243,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1041.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1041/rotation_geometry_1041.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1041/rotation_debug_1041.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1041/rotation_centers_1041.txt
1042,139,234,166,266,-27,-32,82,39,234,139,82,238,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1042.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1042/rotation_geometry_1042.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1042/rotation_debug_1042.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1042/rotation_centers_1042.txt
1043,157,311,166,266,-9,45,159,57,311,157,159,256,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1043.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1043/rotation_geometry_1043.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1043/rotation_debug_1043.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1043/rotation_centers_1043.txt
1044,163,227,166,266,-3,-39,75,63,227,163,75,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1044.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1044/rotation_geometry_1044.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1044/rotation_debug_1044.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1044/rotation_centers_1044.txt
1045,150,233,166,266,-16,-33,81,50,233,150,81,249,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1045.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1045/rotation_geometry_1045.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1045/rotation_debug_1045.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1045/rotation_centers_1045.txt
1046,157,299,166,266,-9,33,147,57,299,157,147,256,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1046.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1046/rotation_geometry_1046.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1046/rotation_debug_1046.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1046/rotation_centers_1046.txt
1047,160,230,166,266,-6,-36,78,60,230,160,78,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1047.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1047/rotation_geometry_1047.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1047/rotation_debug_1047.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1047/rotation_centers_1047.txt
1048,146,235,166,266,-20,-31,83,46,235,146,83,245,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1048.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1048/rotation_geometry_1048.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1048/rotation_debug_1048.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1048/rotation_centers_1048.txt
1049,167,266,166,266,1,0,114,67,266,167,114,266,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1049.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1049/rotation_geometry_1049.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1049/rotation_debug_1049.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1049/rotation_centers_1049.txt
1050,154,240,166,266,-12,-26,88,54,240,154,88,253,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1050.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1050/rotation_geometry_1050.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1050/rotation_debug_1050.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1050/rotation_centers_1050.txt
1051,163,259,166,266,-3,-7,107,63,259,163,107,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1051.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1051/rotation_geometry_1051.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1051/rotation_debug_1051.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1051/rotation_centers_1051.txt
1052,172,233,166,266,6,-33,81,72,233,172,81,271,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1052.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1052/rotation_geometry_1052.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1052/rotation_debug_1052.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1052/rotation_centers_1052.txt
1053,168,233,166,266,2,-33,81,68,233,168,81,267,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1053.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1053/rotation_geometry_1053.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1053/rotation_debug_1053.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1053/rotation_centers_1053.txt
1054,156,207,166,266,-10,-59,55,56,207,156,55,255,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1054.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1054/rotation_geometry_1054.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1054/rotation_debug_1054.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1054/rotation_centers_1054.txt
1055,149,250,166,266,-17,-16,98,49,250,149,98,248,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1055.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1055/rotation_geometry_1055.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1055/rotation_debug_1055.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1055/rotation_centers_1055.txt
1056,172,251,166,266,6,-15,99,72,251,172,99,271,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1056.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1056/rotation_geometry_1056.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1056/rotation_debug_1056.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1056/rotation_centers_1056.txt
1057,154,247,166,266,-12,-19,95,54,247,154,95,253,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1057.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1057/rotation_geometry_1057.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1057/rotation_debug_1057.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1057/rotation_centers_1057.txt
1058,149,234,166,266,-17,-32,82,49,234,149,82,248,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1058.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1058/rotation_geometry_1058.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1058/rotation_debug_1058.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1058/rotation_centers_1058.txt
1059,158,219,166,266,-8,-47,67,58,219,158,67,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1059.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1059/rotation_geometry_1059.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1059/rotation_debug_1059.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1059/rotation_centers_1059.txt
1060,152,237,166,266,-14,-29,85,52,237,152,85,251,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1060.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1060/rotation_geometry_1060.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1060/rotation_debug_1060.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1060/rotation_centers_1060.txt
1061,158,223,166,266,-8,-43,71,58,223,158,71,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1061.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1061/rotation_geometry_1061.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1061/rotation_debug_1061.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1061/rotation_centers_1061.txt
1062,152,184,166,266,-14,-82,32,52,184,152,32,251,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1062.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1062/rotation_geometry_1062.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1062/rotation_debug_1062.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1062/rotation_centers_1062.txt
1063,168,309,166,266,2,43,157,68,309,168,157,267,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1063.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1063/rotation_geometry_1063.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1063/rotation_debug_1063.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1063/rotation_centers_1063.txt
